Pompeo Dallara
Sig. Santino Telesio
Liana Ossani-Giannetti
Jolanda Randazzo
Giulietta Forza
Melina Doglioni
Milena Gioberti
Gustavo Malatesta-Ceravolo
Stefano Disdero
Clelia Bignardi
Loretta Chigi-Romano
Rosa Prodi
Vittorio Marsili
Victoria Pratesi
Romana Pasqua
Bartolomeo Bongiorno
Camillo Cilibrasi
Sig. Calogero Caffarelli
Giulia Boito
Sig. Alessandro Castioni
Sig. Mario Parisi
Giovanna Ferrata
Dott. Pier Nibali
Amalia Castiglione
Sig.ra Cecilia Chiesa
Fabia Mondaini
Gloria Carli
Milo Munari
Pasquale Gianinazzi
Dott. Francesca Luxardo
Nicoletta Ferraris
Ignazio Cesaroni
Dott. Gioffre Gentileschi
Imelda Bajardi-Barbarigo
Antonio Napolitano
Alphons Ravaglioli
Dott. Dina Montanariello
Coluccio Alonzi-Gagliano
Sig.ra Carla Moccia
Romeo Argurio-Rossellini
Vito Puccini-Baracca
Gianni Calbo-Gucci
Liana Cuda-Chiesa
Adele Raimondi
Vincenza Doria
Ruggiero Brenna
Dott. Melissa Bova
Rita Ioppi
Atenulf Infantino
Marina Fiorucci
Morena Trotta
Gioacchino Cabrini-Querini
Costanzo Traetta
Serena Goldoni-Chiesa
Greca Natta
Maria Casini
Pier Trapani
Rosa Campanella
Claudia Ramazzotti
Sig. Roberto Piovani
Dott. Romina Gabrieli
Patrizio Cristoforetti-Giovine
Tiziano Conti
Vincentio Tasso
Luigi Silvestri
Baccio Ughi
Sig.ra Monica Manzoni
Vincenza Inzaghi
Gabriella Cuzzocrea
Dott. Luisa Ponti
Sylvia Vecellio
Ottavio Lopresti
Costanzo Renier-Angeli
Sylvia Montessori
Giada Segni-Tamborini
Amalia Gabrieli
Fiamma Cabrini
Lodovico Soprano
Greco Gualtieri
Fiamma Juvara
Arturo Ossani
Baldassare Giannuzzi
Alfredo Fogazzaro
Torquato Mengolo-Regge
Raffaello Barzini
Ludovica Vismara
Sole Baglioni
Maria Antelami
Tina Ricolfi
Sig.ra Aurora Mocenigo
Licia Mancini-Battelli
Ermes Civaschi
Gilberto Cheda
Dott. Teresa Gianinazzi
Dott. Griselda Sorrentino
Alderano Ossola
Gioacchino Gaggini
Dott. Flavio Vigliotti
Simone Alfieri
Sig.ra Claudia Ciani
Lolita Giovine
Toni Calvo-Vivaldi
Dott. Tatiana Trentini
Dott. Arturo Amaldi
Pierina Cheda
Ottavio Ruberto
Tonino Vergerio-Caffarelli
Aria Morosini
Dott. Coriolano Brunello
Lodovico Maderno-Agazzi
Baccio Saraceno-Gibilisco
Sante Solimena
Dott. Marisa Viola
Pierpaolo Bonino
Sig.ra Marta Tornatore
Dott. Gioele Zaccardo
Goffredo Odescalchi
Patrizia Guarana
Tonia Rensi
Tatiana Notarbartolo
Flavia Interiano
Giorgia Ughi
Melania Bergoglio
Fiorino Balotelli-Tosi
Dott. Arnulfo Antelami
Maria Fantini-Tencalla
Letizia Ungaretti
Liana Murri
Eugenia Gabba
Sig. Dario Vigorelli
Eugenia Anguissola
Sig.ra Lilla Sommaruga
Giacomo Zichichi-Grifeo
Puccio Barillaro
Roberto Ortese
Dott. Aldo Cortese
Dario Bonomo-Fogazzaro
Ricciotti Tosi
Lina Morricone
Teresa Baroffio
Gastone Saracino
Sig.ra Graziella Omma
Gelsomina Pizziol
Fredo Gianvecchio
Luciano Manolesso
Sig. Ottavio Tedesco
Federica Bignami
Ottavio Farinelli
Fiorino Salgari
Alina Salvemini
Vincentio Poerio
Natalia Grassi-Gucci
Isa Faugno
Concetta Cardano-Mastandrea
Dott. Martino Tommaseo
Amalia Bernetti
Sig. Alfredo Chigi
Laureano Ramazzotti
Dott. Angelo Musatti
Niccolò Zetticci-Luciani
Biagio Capone
Gabriele Coardi
Giulia Bianchi
Pomponio Nicolucci
Sig.ra Tina Caironi
Romina Esposito
Nico Gaggini
Guido Zecchini
Michele Scarlatti
Giorgia Merisi-Cagnotto
Bianca Antelami
Ruggero Abbagnale
Dott. Bernardo Baggio
Virginia Iannelli-Silvestri
Alessandro Rizzoli
Gaspare Costanzi
Sig.ra Vincenza Cherubini
Etta Mezzetta
Sig.ra Lidia Ortese
Guido Ammaniti-Bellò
Sig. Puccio Rizzo
Panfilo Cimarosa
Franco Barberini
Serena Paltrinieri
Dott. Giuliano Giannini
Monica Riccati
Amadeo Lopresti
Danilo Trevisani
Giorgia Zola-Prodi
Antonio Pelli
Sebastiano Cattaneo
Romina Praga
Irma Spinola
Telemaco Interiano
Flora Magrassi-Andreotti
Sig.ra Silvia Dallara
Dina Cuda
Maurizio Petrocelli
Giorgio Morandini
Enzo Morpurgo-Proietti
Ramona Gottardi
Enzo Favata-Forza
Sig. Toni Michelangeli
Fabrizia Franzese
Daniele Santorio
Micheletto Salandra
Claudio Rosselli-Gagliano
Coriolano Buonauro-Beccheria
Sig. Oreste Fagotto
Dante Sraffa
Gianna Nitto
Annibale Polizzi
Dionigi Tedesco
Nina Aldobrandi
Lara Sollima
Carolina Rosiello
Antonia Contarini
Angelica Padovano
Federigo Peranda
Alina Trapani
Adele Leonetti-Speri
Graziano Tarantini
Filippa Guariento
Zaira Gramsci
Michelotto Guidone-Zaguri
Vito Ubaldi
Amanda Guidotti-Bellocchio
Sandro Pascarella
Sig.ra Virginia Serao
Cristina Botta
Serafina Anastasi
Amico Zacchia-Botta
Clelia Dellucci
Ippazio Littizzetto
Tiziano Lussu
Gilberto Corcos
Ivan Borromini-Castiglione
Pompeo Baroffio
Ottone Pasolini
Gianmarco Maderna
Luciana Conte
Monica Collodi
Dott. Bettina Ricci
Sig.ra Maria Rosiello
Gastone Pontecorvo
Dott. Nicolò Borromini
Sig. Daniele Tirabassi
Fabrizio Vianello
Alderano Filippelli
Dott. Coriolano Garibaldi
Ferdinando Petrucelli
Angelica Giusti
Fabrizia Ginese
Dott. Piermaria Monti
Dionigi Rastelli
Cristina Carducci
Ciro Alonzi
Rosario Catenazzi
Telemaco Valguarnera
Dott. Telemaco Valier
Arturo Romiti
Raffaella Pirelli
Roman Tebaldi
Carlo Sibilia-Guariento
Dott. Alphons Sordi
Alphons Filzi
Atenulf Morricone
Dino Peranda
Lorenzo Toninelli
Sig.ra Greca Golino
Donato Ariosto-Cutuli
Sig.ra Marina Botticelli
Paride Capone
Teresa Finetti
Loredana Marsili-Gucci
Mercedes Bellini
Dott. Adriana Brunello
Ottavio Druso
Dario Baroffio-Gottardi
Federico Mercantini-Ioppi
Enzio Cendron
Loretta Tamburello
Vito Mastroianni
Eugenia Basso
Paoletta Sibilia
Virgilio Conte
Amanda Aporti
Milo Morlacchi
Lucia Gangemi
Enrico Bulzoni
Sig.ra Isa Pagnotto
Ottavio Greggio
Rosa Detti
Alessia Spallanzani-Boiardo
Bianca Tamborini-Grasso
Federigo Tiepolo
Vincenzo Bosurgi-Gabba
Ornella Tasso
Gabriele Caetani
Eva Cassarà
Dott. Giuseppina Tamborini
Luisa Bertoni
Alessio Mennea
Sig.ra Lolita Lupo
Allegra Lancisi-Carullo
Beatrice Contrafatto
Romina Pavone
Ignazio Battaglia
Sig.ra Claudia Malatesta
Dott. Patrizio Battaglia
Marissa Fattori
Dott. Romeo Ruberto
Vincenza Sansoni
Vanessa Tremonti
Rosa Turchi
Giovanni Cainero
Pierangelo Trapanese
Vittorio Tognazzi
Dott. Alina Gori
Saverio Trevisani
Barbara Bosio
Vincenzo Pellico
Luigi Trevisani-Vezzali
Dott. Umberto Montanariello
Pierpaolo Valmarana
Lidia Marazzi
Giovanni Moretti
Tina Cerutti
Pasquale Balbo
Edoardo Sinisi
Roberta Sgalambro
Diana Chinnici-Vismara
Goffredo Salata-Cagnin
Romana Ciani
Lina Marzorati
Rosario Lollobrigida
Martina Tarantini
Enzo Zaguri
Sig.ra Ilaria Saffi
Fulvio Falier
Melina Polizzi
Biagio Tremonti
Azeglio Piazzi-Andreotti
Sonia Zito
Daria Galilei-Agostini
Federica Liverotti
Dott. Bartolomeo Barcaccia
Eliana Piovani
Dott. Goffredo Gaito
Dott. Toni Bombieri
Gemma Angeli-Luria
Sig. Mariano Battelli
Greco Cutuli
Annalisa Sordi
Vittorio Endrizzi
Marcantonio Gabbana
Luchino Campanella
Stella Tirabassi
Isa Monicelli
Fiamma Fabbri
Natalia Maffei
Fabia Liguori
Alessio Altera
Martino Guidotti
Fiorenzo Alfieri
Dott. Giuliano Lattuada
Sig. Nico Tognazzi
Eraldo Cimini
Mattia Bocca
Dott. Lilla Balbo
Carmelo Lucarelli
Lucia Mannoia
Dott. Lauretta Montecchi
Adriano Cundari
Lando Villarosa
Rosina Cicilia
Temistocle Rubbia
Alessandro Fattori
Bettina Nitto
Ottone Tognazzi
Livia Polesel
Gianna Natta
Donna Camiscione
Gianfranco Villadicani
Salvi Salieri
Sig. Micheletto Roth
Giulia Michelangeli
Ludovica Caracciolo
Lidia Giannetti
Sig. Pasquale Rossini
Sig.ra Giulia Taccola
Enzo Terragni
Adelmo Anastasi-Ferretti
Sig. Luca Bongiorno
Daria Battelli
Giulia Vattimo
Raffaella Turchetta
Rosalia Pepe
Jolanda Fischetti
Caterina Balbi
Dott. Vittorio Cilibrasi
Umberto Errani
Romana Barracco
Monica Tosto
Rossana Monaco
Sig. Roman Pugliese
Adele Zoppetto-Gargallo
Ciro Iacobucci
Riccardo Cesarotti
Irma Necci-Bonaventura
Dott. Marisa Pinamonte
Amedeo Bianchi
Dott. Antonio Borzomì
Sig. Umberto Sismondi
Ugo Gullotta-Chiesa
Sig.ra Paoletta Micca
Sig.ra Claudia Bernardini
Sig. Greco Montesano
Micheletto Farinelli
Lidia Albertini
Leone Borromini
Pierina Pizziol
Beatrice Gaito
Morena Gabba
Adele Ferrata
Cecilia Tosto
Luisa Nicolini
Sig. Raffaele Donini
Dott. Natalia Gentileschi
Gemma Treves
Giovanna Vanvitelli
Gaspare Modugno-Vivaldi
Sole Morricone
Giorgio Verdi
Sandro Marenzio
Vincentio Crispi-Ferretti
Adriana Contrafatto
Patrizio Ughi
Gianpietro Pederiva-Capecchi
Donatella Gentili
Augusto Quasimodo
Dott. Vincentio Porzio
Cristina Sordi-Scaduto
Claudia Donini
Federigo Mondadori
Arnulfo Speri
Matilda Antonello
Ferdinando Galtarossa-Avogadro
Laura Montecchi-Sibilia
Adriana Calvo
Sig. Livio Marini
Calogero Bergoglio
Atenulf Crespi
Vittorio Mascagni
Concetta Corbo
Mirko Santoro
Fulvio Farinelli
Milena Baroffio
Santino Greco
Romina Salvemini-Carli
Sig. Alessio Maderno
Dott. Filippo Piane
Graziella Michelangeli
Gianni Condoleo
Rolando Pometta-Corradi
Mercedes Pellegrini-Cuomo
Eugenia Fornaciari
Costanzo Pennetta
Claudia Ferrari
Sig.ra Rosina Pratesi
Dott. Eleanora Ceci
Antonello Pisaroni
Antonio Micheletti
Virginia Vespa-Errigo
Guarino Cendron
Dario Boccioni-Redi
Dott. Dolores Conte
Roberto Carosone-Traetta
Azeglio Franzese
Dott. Matilda Boldù
Giovanni Ferrucci
Milo Sagese-Durante
Giulietta Siffredi
Matteo Morabito
Bruno Bajamonti
Allegra Avogadro
Nedda Bandello
Sig.ra Paoletta Canevascini
Adriana Cavanna
Giorgio Cassarà
Marina Govoni-Pisacane
Laureano Andreotti
Allegra Gianvecchio
Ugo Pace
Francesca Baracca
Rosario Baroffio
Mirko Vezzali-Gagliano
Santino Pisani-Beccheria
Carolina Schiavone
Dott. Dario Nonis
Napoleone Magnani-Caffarelli
Fiorino Sanguineti
Paulina Procacci
Sig. Calcedonio Monte
Micheletto Trincavelli
Nico Marino
Rossana Mascagni
Donatello Contrafatto
Dott. Franco Lippomano
Romolo Bragadin
Sig. Marcello Bocca
Martina Onio
Marco Ferrucci
Piermaria Santoro
Sig. Arnulfo Carpaccio
Fiamma Contarini
Chiara Gasperi
Romana Ludovisi
Pasquale Spadafora
Adelasia Pavanello
Sig.ra Tiziana Guarneri
Antonello Proietti
Pomponio Barese-Bignardi
Filippo Foà-Gozzano
Iolanda Porzio
Eliana Luciani
Patrizio Montanari
Mirco Cutuli
Umberto Vivaldi
Arturo Tommaseo
Giada Cianciolo
Gemma Tacchini
Luigi Cilea-Badoglio
Etta Casadei
Gioele Verdone-Tutino
Dott. Santino Morricone
Griselda Desio
Lucia Curci
Franco Argurio
Luciano Ponti-Pirelli
Emilio Ariosto
Stefani Missoni
Rosaria Dalla
Benito Favata
Matteo Curiel
Mirco Novaro-Regge
Francesca Ferrara-Mattarella
Arnaldo Benigni-Callegari
Enzio Modugno
Gianni Luzi
Ippazio Gianetti-Vercelloni
Gianpietro Brambilla
Greca Raurica
Alphons Gentilini
Marcantonio Busoni
Dott. Livio Salvo
Ninetta Ferrari
Biagio Nordio
Donatella Curatoli
Tina Albertini
Vanessa Regge
Giuseppina Avogadro
Vanessa Luna
Vincenza Valentino
Antonella Pace
Tonia Montecchi
Federico Interminei
Agostino Crispi
Sonia Sabatini-Persico
Tatiana Venditti
Francesco Roero-Casini
Dott. Giuliana Petrucci
Donatella Savorgnan
Donato Faugno-Gulotta
Antonietta Stradivari
Claudia Venturi
Gloria Lombardi-Gianvecchio
Giada Iadanza-Giannetti
Carolina Cianciolo
Jolanda Pertile
Giulietta Federici
Bettina Omma
Giuseppina Durante
Sylvia Calbo
Dott. Ludovico Pederiva
Clelia Porcellato
Maria Solimena
Coluccio Forza-Cantimori
Gioele Curci-Battaglia
Sophia Gravina
Calogero Ossola
Gianluigi Mogherini
Lina Borromini
Rosario Balotelli
Stefania Maffei
Alessandra Cicala
Serena Rizzoli
Dott. Raffaello Saracino
Geronimo Saffi
Nicoletta Trentin
Paride Caruso
Rolando Guarneri-Gualtieri
Sig. Antonino Panatta
Sebastiano Castiglione
Giancarlo Meucci-Pugliese
Sig. Fabrizio Pelli
Dante Nolcini
Matteo Antelami-Cuda
Ettore Camicione
Donatella Agazzi-Monaco
Franco Bellini
Tatiana Taccola
Giuliana Olivetti
Marisa Mercalli
Zaira Mercadante
Alberto Borrani-Busoni
Enrico Onio
Renata Bulzoni
Susanna Ferragamo-Molesini
Rocco Stucchi
Evangelista Curiel
Adelasia Aloisio-Foconi
Gianni Luna
Massimo Soderini-Fallaci
Alfredo Polizzi
Martino Volta
Annetta Manunta
Silvio Segni
Adamo Roncalli
Serena Salandra
Dott. Eugenia Adinolfi
Giuseppina Tamburini
Vincentio Baracca
Sig.ra Donna Bragadin
Jolanda Rossetti
Sole Gioberti-Vattimo
Gianfrancesco Travia
Lauretta Cagnin
Bettina Trillini
Ramona Sabatini
Melina Costalonga
Atenulf Chiappetta
Tiziana Mantegna-Raimondi
Michelotto Cianciolo
Antonietta Piane
Ignazio Treccani
Sig.ra Susanna Siffredi
Angelo Calarco
Virgilio Petrucci
Sig. Renzo Pometta
Ferdinando Caracciolo
Elmo Brambilla
Lauretta Caccioppoli
Dott. Carlo Montecchi
Giada Carnera
Vittoria Carriera
Fabrizia Mancini
Luchino Faggiani
Danilo Viviani
Maria Tremonti
Filippo Bazzi
Ennio Castelli
Sig. Antonello Baglioni
Sig. Gino Bernardini
Niccolò Chechi
Giampiero Bellini
Valerio Comencini
Maura Giammusso
Donatello Stein
Alessandra Samele
Dott. Greco Gilardoni
Sig.ra Cecilia Catalano
Riccardo Mozart
Gioffre Franzese
Amico Canetta
Dott. Umberto Disdero
Antonino Brunello-Tresoldi
Mercedes Gemito
Sylvia Cattaneo
Ernesto Sordi-Rossellini
Giacomo Caetani
Sandra Paltrinieri
Camilla Fischetti-Badoer
Franco Guarato
Agostino Giannelli
Arnulfo Turati-Balotelli
Valentina Vespa
Nicoletta Speri
Sig.ra Mariana Bocca
Marisa Giammusso
Fabrizio Ferraris
Rosina Romano
Laura Antonucci
Micheletto Ariasso-Faugno
Nico Murialdo
Eugenia Alboni
Ottavio Treccani
Monica Pasqua
Letizia Pizzamano
Clelia Paolini
Rodolfo Iannotti
Gino Miniati
Ida Trezzini
Sig.ra Maria Montanariello
Sig.ra Lisa Trincavelli
Etta Antonini
Dott. Lucio Condoleo
Giuliana Oscuro-Ferrara
Mirco Norbiato
Micheletto Pennetta
Vincenzo Campise
Liliana Agostinelli
Orazio Salvo
Rossana Smirnoff
Giacomo Collina
Fedele Procacci
Gianfrancesco Manunta
Baccio Mondadori
Enrico Cusano
Lolita Basadonna-Gritti
Sig.ra Annetta Ariosto
Sig. Gaetano Turrini
Pietro Golino-Modugno
Beatrice Maglio-Canova
Delfino Spallanzani
Amanda Iacobucci
Lodovico Monduzzi
Romana Morosini
Rosina Fattori
Federica Crispi
Antonino Maffei
Cirillo Solimena
Amadeo Bosio
Gianna Sokolov
Liliana Napolitano-Traversa
Napoleone Zaccagnini
Sig. Pompeo Turci
Dott. Gaetano Guarana
Ivan Grifeo
Barbara Agnesi
Giuliana Deledda
Eliana Panicucci
Alessandra Donatoni
Massimo Gagliano
Alberico Zito
Antonio Donini
Angelica Babbo
Baccio Giulietti-Platini
Rodolfo Goldstein
Lilla Casadei
Gianni Ferrabosco
Giampaolo Donatoni
Sig. Marcello Ioppi
Eliana Platini
Fabio Durante
Greco Abatantuono-Marazzi
Beppe Casagrande
Claudia Padovano-Canevascini
Iolanda Gotti
Isabella Cherubini
Graziella Onisto
Isa Interminelli
Michela Opizzi
Sig. Vincenzo Trupiano
Melissa Finzi
Roberta Poerio
Sig. Giustino Tartini
Alfredo Cantimori
Federica Tafuri-Nicoletti
Iolanda Battaglia
Sig. Francesco Antonioni
Ferdinando Sraffa
Raffaella Cusano-Mortati
Antonietta Brancaccio
Mauro Galtarossa
Aldo Zecchini
Dott. Gianpaolo Montessori
Carla Jacuzzi
Cipriano Gadda
Lucrezia Fattori
Dott. Paride Piazzi
Dott. Alina Fibonacci
Germana Zoppetto-Mercalli
Antonio Carducci
Piergiuseppe Borromini-Almagià
Ornella Baggio
Griselda Mazzi
Daria Mercalli
Coriolano Ortese
Amico Polesel
Lucrezia Ferrari
Cecilia Troisi
Bianca Guarana
Adelasia Giacconi
Pina Collodi-Squarcione
Loredana Prada
Dott. Ricciotti Camicione
Sig. Edoardo Rosmini
Gian Luciani
Roberta Squarcione
Augusto Bertoli-Barcella
Stefani Zoppetto
Tullio Sauli
Cecilia Bignardi-Pinamonte
Ansaldo Scalfaro-Cagnin
Martina Bernardini-Piovani
Adele Tresoldi
Antonino Gaggini-Anguillara
Vittorio Cabrini
Dott. Severino Ruggieri
Giada Columbo-Turati
Gianpaolo Modiano-Scalera
Laura Cattaneo
Giuliana Pelli
Pompeo Maspero
Dante Migliaccio
Giancarlo Navarria-Tacchini
Maria Antonacci
Dott. Francesca Borromini
Sig. Massimiliano Rossellini
Dott. Cassandra Battisti
Melissa Buonauro
Lolita Berrè
Ottone Albertini
Nina Canevascini
Mario Bellini
Dott. Emma Cagnotto
Berenice Cusano-Tolentino
Caterina Maccanelli
Antonia Gargallo
Ranieri Callegaro
Niccolò Panzera
Sig. Mattia Tornatore
Romeo Tozzo
Giosuè Mancini
Venancio Gaiatto-Porcellato
Valerio Papetti-Pelli
Donatella Telesio
Damiano Ferretti
Laura Squarcione
Agnolo Pedrazzini
Paoletta Battelli
Griselda Bragadin
Giorgio Segni
Valerio Grasso-Cociarelli
Costantino Pisani
Galasso Farina
Riccardo Comolli
Gaspare Giulietti-Nicoletti
Ennio Tacchini
Amalia Polizzi
Dott. Stefano Leone
Eva Frescobaldi-Nadi
Giovanna Ammaniti-Vivaldi
Sig. Patrizio Natta
Simone Garibaldi
Armando Giammusso
Alessia Nitto
Leonardo Tasso
Dott. Bruno Bova
Fabrizio Vianello
Flavia Garobbio
Pierangelo Gulotta
Aria Torricelli-Mimun
Flora Mannoia
Gianluigi Liverotti
Coriolano Dovara-Rossini
Luigina Samele
Sig. Daniele Falcone
Hugo Schicchi-Palombi
Calogero Pizzetti
Allegra Agnesi
Dott. Sonia Riccati
Ilaria Alfieri
Berenice Nolcini
Dott. Giancarlo Vergassola
Sebastiano Giusti-Manzoni
Marta Veltroni-Raurica
Dott. Lucrezia Pace
Erika Falcone
Sole Gentilini-Canova
Melissa Borroni
Laureano Ferrata-Galuppi
Carlo Cimini-Interminelli
Giustino Fibonacci
Roberto Volterra-Petruzzi
Renata Casadei
Manuel Comeriato
Liana Moschino
Ettore Dossi
Daniele Simeoni-Fracci
Valerio Dibiasi
Dott. Lucrezia Gentili
Carla Rizzo
Gioacchino Montanariello
Tina Camicione
Pier Santi
Paulina Trapani
Stefano Mazzocchi
Massimo Spadafora
Sig.ra Cristina Gigli
Alessandro Giannetti
Camilla Armellini
Sebastiano Alighieri
Dott. Maura Boiardo
Claudia Pedroni
Sig. Ansaldo Nonis
Alessio Boiardo
Danilo Folliero
Azeglio Broschi
Victoria Beffa
Renata Parmitano-Saragat
Milo Foconi
Tatiana Scarfoglio
Maria Naccari
Ilaria Lovato
Patrizia Columbo
Lisa Bajardi
Adriano Gagliardi
Leone Andreozzi
Donna Cammarata
Lolita Morlacchi
Isa Combi-Turrini
Marco Boezio
Dott. Paloma Nugnes
Damiano Veltroni
Giovanni Barozzi
Fabrizia Botta
Sig. Giampaolo Onisto
Tonia Forza
Adelasia Bova-Pederiva
Ugolino Muti
Roberta Bragadin
Marina Chigi
Serafina Ficino
Alphons Nibali
Salvatore Binaghi
Mercedes Barozzi
Dott. Gianluca Marzorati
Raimondo Platini
Costanzo Gemito
Daria Morpurgo
Sig. Lodovico Pertile
Chiara Biagiotti
Sig.ra Vanessa Magnani
Ubaldo Canova
Monica Grassi
Saverio Gabrieli
Gelsomina Vento
Caterina Comeriato
Sig.ra Tiziana Scialpi
Dott. Flora Tuzzolino
Bettina Fieramosca
Nico Alonzi
Rembrandt Pasqua-Lanfranchi
Caterina Gentilini
Lara Guarato-Bassi
Federico Gadda
Matilda Ponti
Sig.ra Eugenia Giunti
Vittoria Lombardi
Federica Romiti-Falcone
Raffaele Sommaruga
Ubaldo Gadda-Verga
Giuliano Ramazzotti
Antonietta Stoppani
Giorgia Orsini
Coluccio Detti
Sig. Adamo Pezzali
Gelsomina Avogadro-Saracino
Lucrezia Sinisi
Liana Nievo
Eleanora Tomasetti
Angelina Coardi
Cipriano Ferretti-Pisacane
Arturo Conte
Enzio Baggio
Sergius Sobrero
Tonia Zaccagnini
Nicoletta Randazzo-Gianvecchio
Dott. Alessio Comolli
Augusto Tosi-Doria
Ivan Montanelli
Dott. Enzo Gabbana
Atenulf Zanzi
Ottavio Mocenigo
Maurilio Manolesso-Passalacqua
Victoria Dossetti-Montesano
Virginia Spinelli
Michele Grasso
Nadia Ortolani
Antonia Ughi-Peruzzi
Sante Giannotti
Sig.ra Antonina Fibonacci
Elladio Golgi
Dott. Piergiuseppe Chittolini
Rosalia Duse
Chiara Tamburi
Matilda Mazzocchi-Ricci
Ornella Chinnici
Sig. Gastone Petrucci
Nadia Interiano
Laura Ajello
Luisa Totino
Laura Lombardo
Giustino Martucci
Teresa Innocenti
Cassandra Borrani
Pina Balotelli
Dott. Caterina Fibonacci
Fabio Trezzini-Biagiotti
Dott. Tiziano Depero
Michele Guglielmi
Baccio Curiel
Fiorenzo Comboni
Dott. Rocco Malpighi
Patrizio Trevisani
Zaira Pavarotti
Sig.ra Patrizia Garobbio
Sergius Marzorati
Amalia Bottaro-Marangoni
Flora Venier-Capuana
Sig. Virgilio Sermonti
Marisa Puccini
Etta Carnera
Luciana Fusani
Mariano Rossi-Trevisani
Fredo Peano
Carmelo Petrassi
Mirko Pucci
Achille Gangemi
Carlo Caccioppoli-Zanichelli
Gioachino Gibilisco-Mazzanti
Enzio Beccheria
Graziella Pignatti
Luigina Caccianemico
Sig.ra Fortunata Ossani
Panfilo Mazzocchi
Marcantonio Nugnes-Bertolucci
Mauro Ferrante
Amico Zanichelli-Samele
Flora Barsanti
Ezio Battelli-Filangieri
Dott. Ernesto Lucciano
Piergiorgio Baracca
Valentina Peano
Romeo Pedrazzini
Amadeo Praga
Carmelo Regge
Sig. Damiano Filangieri
Lando Guidone-Benussi
Sig.ra Gemma Fallaci
Maria Contrafatto
Federica Cannizzaro
Antonina Visintini-Novaro
Dott. Marco Cortese
Maura Salvini-Trentin
Dott. Stefani Accardo
Torquato Greco
Sig. Benedetto Bombieri
Dott. Atenulf Monduzzi
Fiorino Montesano
Ignazio Beccaria
Nicola Puglisi
Alfio Correr
Pietro Malipiero
Sonia Caccioppoli
Fabrizia Cianciolo
Greca Pedroni
Marcantonio Rosmini
Annetta Columbo-Ciani
Alessandro Guarato
Antonia Gagliano
Rosina Sermonti-Visintini
Simonetta Borghese
Tiziano Micheletti
Giacinto Curci
Renata Samele
Dott. Paoletta Binaghi
Gustavo Panicucci
Caterina Ziani
Orazio Jovinelli
Sig. Adriano Trobbiani
Loretta Ruberto-Busoni
Germana Einaudi
Dott. Rodolfo Morlacchi
Dott. Alessandra Bocca
Dott. Priscilla Boaga
Sig.ra Gemma Stradivari
Rita Palazzo
Erika Muti
Gianfrancesco Morosini
Stefania Zeffirelli-Barillaro
Massimiliano Giannetti
Sig. Bartolomeo Antonacci
Marina Marconi
Silvio Blasi
Martino Martucci
Dott. Vanessa Pietrangeli
Licia Bonino-Malpighi
Gloria Giannotti-Vittadello
Saverio Tarantini
Gianluca Vergassola
Annetta Napolitano
Donatella Argenti
Salvatore Rensi
Sig. Greco Solimena
Dott. Amico Serao
Liana Piccio-Contarini
Marco Omma
Aria Lussu
Salvi Bossi
Alfio Emanuelli
Gianfrancesco Strangio-Pizzamano
Dott. Annunziata Fantozzi
Ruggero Bompiani
Giuliana Renier
Paoletta Armani
Rodolfo Ruggieri
Dott. Gianna Verri
Paoletta Dulbecco
Adriano Corbo
Rosario Naccari
Ubaldo Bruno
Ubaldo Tamburello
Mariano Alonzi
Sig.ra Viridiana Sanudo
Eraldo Ferragni
Fabio Semitecolo-Bignardi
Letizia Boldù
Rosalia Doglioni
Gloria Canova-Luria
Maurizio Pastine-Scaduto
Sig.ra Melissa Piccinni
Dott. Sonia Mazzeo
Roberta Liverotti
Annamaria Anastasi
Alderano Boldù
Gianpaolo Leone
Ermanno Zarlino
Ilaria Spinola-Binaghi
Costantino Dibiasi
Ezio Scalera-Trobbiani
Salvi Bruno-Catalano
Giovanni Letta
Arnulfo Nordio
Dott. Priscilla Maggioli
Dario Mimun
Leopoldo Panicucci
Ciro Brambilla
Beppe Venier
Sig. Bernardo Interiano
Francesco Geraci
Antonella Ajello
Dott. Salvi Tuzzolino
Nedda Bonomo
Sabatino Turati
Ezio Acerbi
Renzo Segrè
Lazzaro Berrè
Ludovico Golgi
Arturo Anguissola
Marisa Barcaccia
Sig.ra Lucrezia Viviani
Annalisa Ciampi-Berrè
Sig.ra Jolanda Canevascini
Ramona Cerquiglini
Alberico Fantini
Micheletto Abatantuono-Mercalli
Bettina Germano-Regge
Mattia Bellò
Pompeo Alighieri
Luigina Parri
Alina Rienzo
Lucia Greggio
Adele Zaguri
Laura Petralli-Regge
Giovanna Valguarnera
Napoleone Micheletti-Trobbiani
Michelangelo Leone
Dott. Orlando Zanzi
Angelina Scalfaro
Allegra Ferragamo
Fabrizia Condoleo
Carmelo Migliaccio
Gaetano Acerbi-Turati
Imelda Cicilia
Stefania Calarco-Curiel
Emma Tencalla
Sig. Raimondo Colletti
Silvia Guidone
Romeo Bottaro
Matilda Bottaro
Michelotto Mazzeo-Florio
Nico Dallara
Mariano Duse
Romina Nibali
Adelasia Buscetta
Roberto Lombardo-Parisi
Alessia Sinisi
Ernesto Polani
Daniele Lombardo
Leone Ceschi-Musatti
Pierpaolo Bergoglio
Natalia Gaggini-Ruffini
Rembrandt Caccianemico-Querini
Mercedes Endrizzi
Camillo Doglioni
Ivan Tomei
Dante Cabibbo
Giorgio Martinelli
